x,y,z
74,46,119.9245517
73,47,119.9187848
72,48,119.9098681
71,49,119.9079675
70,50,119.9022026
69,51,119.9050803
68,52,119.9040658
67,53,119.9100937
66,54,119.9117843
65,55,119.9206773
64,56,119.926045
63,57,119.938196
62,58,119.946613
78,43,120.96614
77,44,120.952098
76,45,120.939613
75,46,120.9289503
74,47,120.9201253
73,48,120.9129637
72,49,120.9078528
71,50,120.9042435
70,51,120.9038114
69,52,120.9049451
68,53,120.9074115
67,54,120.911453
66,55,120.9172272
65,56,120.9240523
64,57,120.933236
63,58,120.943435
62,59,120.955393
79,43,121.97176
78,44,121.955147
77,45,121.944305
76,46,121.9306317
75,47,121.9236644
74,48,121.9134591
73,49,121.9102825
72,50,121.9034455
71,51,121.9051693
70,52,121.9030447
69,53,121.9075901
68,54,121.9083677
67,55,121.9161081
66,56,121.919904
65,57,121.93071
64,58,121.93787
63,59,121.951927
79,44,122.960762
78,45,122.947192
77,46,122.935126
76,47,122.9253151
75,48,122.9168925
74,49,122.9104353
73,50,122.9057271
72,51,122.9042153
71,52,122.904271
70,53,122.9055898
69,54,122.9084822
68,55,122.9129961
67,56,122.9187811
66,57,122.9263
65,58,122.93528
64,59,122.946076
80,44,123.96394
79,45,123.952002
78,46,123.937305
77,47,123.9288992
76,48,123.9176598
75,49,123.9131849
74,50,123.9052796
73,51,123.9059371
72,52,123.9028183
71,53,123.9062103
70,54,123.9058852
69,55,123.9122474
68,56,123.9150936
67,57,123.9245743
66,58,123.93031
65,59,123.94294
64,60,123.951873
81,44,124.969544
80,45,124.955094
79,46,124.942072
78,47,124.930735
77,48,124.9212576
76,49,124.9136738
75,50,124.9077894
74,51,124.9052543
73,52,124.9044312
72,53,124.9046306
71,54,124.9063876
70,55,124.909726
69,56,124.9144718
68,57,124.9208159
67,58,124.92844
66,59,124.937659
65,60,124.948395
81,45,125.960064
80,46,125.944401
79,47,125.934814
78,48,125.9224303
77,49,125.9164682
76,50,125.907659
75,51,125.9072532
74,52,125.9033121
73,53,125.9056242
72,54,125.9042974
71,55,125.9094458
70,56,125.9112502
69,57,125.9195127
68,58,125.923971
67,59,125.93524
66,60,125.942694
65,61,125.957327
82,45,126.963789
81,46,126.949307
80,47,126.937037
79,48,126.9262033
78,49,126.917466
77,50,126.9103917
76,51,126.9069256
75,52,126.905227
74,53,126.9044726
73,54,126.9051836
72,55,126.9074175
71,56,126.9110913
70,57,126.9163751
69,58,126.922727
68,59,126.93071
67,60,126.939978
66,61,126.951358
83,45,127.970649
82,46,127.952345
81,47,127.941266
80,48,127.9278168
79,49,127.9203536
78,50,127.9105078
77,51,127.9091461
76,52,127.9044612
75,53,127.9058094
74,54,127.9035308
73,55,127.9077485
72,56,127.9083524
71,57,127.9155921
70,58,127.918911
69,59,127.928791
68,60,127.935018
67,61,127.948234
66,62,127.957971
83,46,128.959334
82,47,128.944315
81,48,128.9322356
80,49,128.9218085
79,50,128.9134824
78,51,128.9091466
77,52,128.9065964
76,53,128.9049836
75,54,128.9047809
74,55,128.9060659
73,56,128.9086834
72,57,128.9126956
71,58,128.918102
70,59,128.925095
69,60,128.933038
68,61,128.942909
67,62,128.954557
84,46,129.964863
83,47,129.950727
82,48,129.9343876
81,49,129.9249523
80,50,129.9139745
79,51,129.9116627
78,52,129.9062227
77,53,129.9066702
76,54,129.9035093
75,55,129.9067093
74,56,129.906326
73,57,129.9123694
72,58,129.914736
71,59,129.92359
70,60,129.928506
69,61,129.940451
68,62,129.948792
67,63,129.964022
85,46,130.972367
84,47,130.956253
83,48,130.9407277
82,49,130.9269728
81,50,130.9170531
80,51,130.9119893
79,52,130.9085222
78,53,130.9061264
77,54,130.9050841
76,55,130.9054685
75,56,130.9069463
74,57,130.91007
73,58,130.9144295
72,59,130.920235
71,60,130.927248
70,61,130.935834
69,62,130.946022
68,63,130.957634
85,47,131.96307
84,48,131.9458231
83,49,131.9329984
82,50,131.9178239
81,51,131.914508
80,52,131.9085467
79,53,131.9079935
78,54,131.9041551
77,55,131.9064377
76,56,131.9050612
75,57,131.910119
74,58,131.9114662
73,59,131.91924
72,60,131.9233212
71,61,131.93384
70,62,131.940805
69,63,131.954696
86,47,132.968781
85,48,132.952614
84,49,132.938067
83,50,132.9239138
82,51,132.9152721
81,52,132.9109633
80,53,132.9078284
79,54,132.9059107
78,55,132.905452
77,56,132.9060074
76,57,132.908218
75,58,132.9115204
74,59,132.9163306
73,60,132.922348
72,61,132.929782
71,62,132.93856
70,63,132.94929
69,64,132.961288
86,48,133.957638
85,49,133.944208
84,50,133.9286804
83,51,133.9205373
82,52,133.9113964
81,53,133.9097757
80,54,133.905393
79,55,133.9067185
78,56,133.9045082
77,57,133.908514
76,58,133.9089281
75,59,133.9156967
74,60,133.9187902
73,61,133.928326
72,62,133.93411
71,63,133.946537
70,64,133.955416
87,48,134.964766
86,49,134.949425
85,50,134.9349086
84,51,134.9251844
83,52,134.9165547
82,53,134.9100594
81,54,134.9072314
80,55,134.9059769
79,56,134.9056884
78,57,134.9069844
77,58,134.9091607
76,59,134.9131118
75,60,134.9181813
74,61,134.924785
73,62,134.93252
72,63,134.94187
71,64,134.952496
70,65,134.964516
87,49,135.956017
86,50,135.939699
85,51,135.930749
84,52,135.9201012
83,53,135.9146047
82,54,135.9072145
81,55,135.9073114
80,56,135.9045758
79,57,135.907635
78,58,135.9071293
77,59,135.9126775
76,60,135.9149761
75,61,135.9235959
74,62,135.9282756
73,63,135.93962
72,64,135.9473
71,65,135.96146
88,49,136.961535
87,50,136.946162
86,51,136.9355225
85,52,136.9255994
84,53,136.9180282
83,54,136.9115578
82,55,136.9070893
81,56,136.9058272
80,57,136.9064504
79,58,136.9077624
78,59,136.9106792
77,60,136.9145631
76,61,136.9204795
75,62,136.927008
74,63,136.9354307
73,64,136.94502
72,65,136.95602
88,50,137.951143
87,51,137.941331
86,52,137.9294725
85,53,137.9227264
84,54,137.9141463
83,55,137.9110171
82,56,137.9052471
81,57,137.907124
80,58,137.9059942
79,59,137.9107575
78,60,137.9119509
77,61,137.9195761
76,62,137.923244
75,63,137.933709
74,64,137.940247
73,65,137.953193
72,66,137.9625
89,50,138.957799
88,51,138.946269
87,52,138.9353672
86,53,138.9264934
85,54,138.9187922
84,55,138.9133638
83,56,138.9088412
82,57,138.9063629
81,58,138.906647
80,59,138.9089327
79,60,138.9119512
78,61,138.9167992
77,62,138.9222966
76,63,138.9297923
75,64,138.93813
74,65,138.94833
73,66,138.959527
90,50,139.962973
89,51,139.952345
88,52,139.9394871
87,53,139.9317159
86,54,139.9216458
85,55,139.9172837
84,56,139.9106082
83,57,139.9094873
82,58,139.9054484
81,59,139.9090856
80,60,139.9095461
79,61,139.9160359
78,62,139.9189947
77,63,139.9280876
76,64,139.933674
75,65,139.945805
74,66,139.95402
73,67,139.968526
90,51,140.957552
89,52,140.945604
88,53,140.9356661
87,54,140.9267872
86,55,140.9200453
85,56,140.9144037
84,57,140.9109712
83,58,140.908286
82,59,140.9076596
81,60,140.9096167
80,61,140.9135551
79,62,140.9184815
78,63,140.9249317
77,64,140.932126
76,65,140.941448
75,66,140.95128
74,67,140.963108
91,51,141.963918
90,52,141.950027
89,53,141.9411666
88,54,141.9299731
87,55,141.9242995
86,56,141.9164329
85,57,141.9140908
84,58,141.9092502
83,59,141.9100516
82,60,141.9077288
81,61,141.912891
80,62,141.9152094
79,63,141.9234467
78,64,141.928116
77,65,141.9392809
76,66,141.946194
75,67,141.96001
74,68,141.970016
91,52,142.956489
90,53,142.945475
89,54,142.9353696
88,55,142.9273473
87,56,142.9206251
86,57,142.9160795
85,58,142.912392
84,59,142.9108226
83,60,142.9098198
82,61,142.9109381
81,62,142.9146348
80,63,142.9202987
79,64,142.9267507
78,65,142.9351373
77,66,142.9439943
76,67,142.95486
75,68,142.966548
92,52,143.961116
91,53,143.951336
90,54,143.9389451
89,55,143.9320754
88,56,143.9229548
87,57,143.9196456
86,58,143.9136528
85,59,143.9133107
84,60,143.9100928
83,61,143.9125962
82,62,143.9120063
81,63,143.9188195
80,64,143.922963
79,65,143.933045
78,66,143.9392695
77,67,143.9521097
76,68,143.9607
75,69,143.976211
93,52,144.967783
92,53,144.955845
91,54,144.9447196
90,55,144.9355289
89,56,144.9275184
88,57,144.9218081
87,58,144.9172651
86,59,144.914518
85,60,144.9125792
84,61,144.9127557
83,62,144.9134172
82,63,144.9162727
81,64,144.9217101
80,65,144.928717
79,66,144.937474
78,67,144.9472674
77,68,144.957874
76,69,144.970389
93,53,145.961846
92,54,145.9485182
91,55,145.9406219
90,56,145.9303632
89,57,145.925688
88,58,145.9188123
87,59,145.9176876
86,60,145.9131225
85,61,145.9147022
84,62,145.9130468
83,63,145.9172109
82,64,145.9183185
81,65,145.9272527
80,66,145.9328445
79,67,145.9449935
78,68,145.9524184
77,69,145.966661
94,53,146.966505
93,54,146.954482
92,55,146.9442615
91,56,146.9353039
90,57,146.9284178
89,58,146.9226899
88,59,146.9190074
87,60,146.916106
86,61,146.9151449
85,62,146.9149044
84,63,146.9167524
83,64,146.919101
82,65,146.9240546
81,66,146.9310827
80,67,146.9401423
79,68,146.9499645
78,69,146.9613799
94,54,147.958508
93,55,147.949639
92,56,147.938223
91,57,147.9326794
90,58,147.9244242
89,59,147.92213
88,60,147.916899
87,61,147.9174811
86,62,147.9148292
85,63,147.9180913
84,64,147.9181214
83,65,147.9242755
82,66,147.9271499
81,67,147.9377439
80,68,147.944735
79,69,147.958384
78,70,147.967547
95,54,148.964573
94,55,148.953516
93,56,148.943284
92,57,148.9353513
91,58,148.9284269
90,59,148.9237361
89,60,148.9201546
88,61,148.9183415
87,62,148.9171912
86,63,148.9179369
85,64,148.9193477
84,65,148.9232538
83,66,148.9273275
82,67,148.9338205
81,68,148.942306
80,69,148.952828
79,70,148.964219
96,54,149.968878
95,55,149.959023
94,56,149.9464411
93,57,149.9395475
92,58,149.930384
91,59,149.9266764
90,60,149.9209013
89,61,149.92099
88,62,149.917282
87,63,149.9197071
86,64,149.9186639
85,65,149.9236648
84,66,149.9255931
83,67,149.9334984
82,68,149.9379155
81,69,149.95009
80,70,149.958314
79,71,149.973407
96,55,150.963199
95,56,150.951755
94,57,150.942769
93,58,150.9342722
92,59,150.9283091
91,60,150.9238394
90,61,150.9212166
89,62,150.9199389
88,63,150.9198566
87,64,150.9203549
86,65,150.923109
85,66,150.9261913
84,67,150.9316982
83,68,150.9374486
82,69,150.9454944
81,70,150.9554025
80,71,150.967471
97,55,151.968728
96,56,151.95533
95,57,151.947085
94,58,151.936682
93,59,151.9315529
92,60,151.9246912
91,61,151.9235052
90,62,151.9197386
89,63,151.921751
88,64,151.9197984
87,65,151.9240819
86,66,151.9247253
85,67,151.9317176
84,68,151.9350503
83,69,151.944476
82,70,151.9503267
81,71,151.96412
97,56,152.960848
96,57,152.950553
95,58,152.941052
94,59,152.9339035
93,60,152.9277179
92,61,152.9241563
91,62,152.9221036
90,63,152.9212368
89,64,152.9217569
88,65,152.9234417
87,66,152.9257717
86,67,152.9302067
85,68,152.9350864
84,69,152.942058
83,70,152.949372
82,71,152.9588022
81,72,152.970692
98,56,153.964659
97,57,153.955416
96,58,153.94394
95,59,153.9378852
94,60,153.9295974
93,61,153.9267128
92,62,153.9222158
91,63,153.9229857
90,64,153.920873
89,65,153.9246837
88,66,153.9244289
87,67,153.9306068
86,68,153.9327908
85,69,153.9415701
84,70,153.9463957
83,71,153.957416
82,72,153.964863
98,57,154.95928
97,58,154.948706
96,59,154.9405092
95,60,154.9331356
94,61,154.928137
93,62,154.9246466
92,63,154.9228998
91,64,154.9226294
90,65,154.9235095
89,66,154.925758
88,67,154.9291034
87,68,154.9332157
86,69,154.9392096
85,70,154.9457832
84,71,154.954326
83,72,154.963167
82,73,154.974248
99,57,155.964519
98,58,155.951884
97,59,155.9447669
96,60,155.9353704
95,61,155.9311141
94,62,155.9255382
93,63,155.924763
92,64,155.9221301
91,65,155.9247542
90,66,155.9242836
89,67,155.9296416
88,68,155.9310659
87,69,155.9389857
86,70,155.9428171
85,71,155.9530866
84,72,155.9593991
83,73,155.972087
100,57,156.968792
99,58,156.957133
98,59,156.9480031
97,60,156.9393511
96,61,156.9331213
95,62,156.9284186
94,63,156.9254326
93,64,156.9239674
92,65,156.9240319
91,66,156.9254696
90,67,156.928252
89,68,156.9319227
88,69,156.936973
87,70,156.9426514
86,71,156.9501448
85,72,156.958288
84,73,156.9682274
83,74,156.978862
100,58,157.960773
99,59,157.952603
98,60,157.9422056
97,61,157.9365469
96,62,157.9299493
95,63,157.9277822
94,64,157.9241112
93,65,157.9254199
92,66,157.9244148
91,67,157.9289449
90,68,157.9298935
89,69,157.9369795
88,70,157.9398712
87,71,157.9493156
86,72,157.9548012
85,73,157.966593
84,74,157.974565
101,58,158.966355
100,59,158.956232
99,60,158.9466191
98,61,158.9392864
97,62,158.9332171
96,63,158.9290995
95,64,158.9263958
94,65,158.9253537
93,66,158.9257459
92,67,158.9277187
91,68,158.9306908
90,69,158.934975
89,70,158.9400603
88,71,158.9466356
87,72,158.9539958
86,73,158.963028
85,74,158.972696
84,75,158.984106
101,59,159.961138
100,60,159.9498392
99,61,159.9432153
98,62,159.935337
97,63,159.931837
96,64,159.9270612
95,65,159.9271746
94,66,159.9252036
93,67,159.9287355
92,68,159.9290772
91,69,159.9352642
90,70,159.9375592
89,71,159.946033
88,72,159.9506827
87,73,159.9615417
86,74,159.9685139
85,75,159.98188
102,59,160.965121
101,60,160.954664
100,61,160.9462298
99,62,160.9391601
98,63,160.933664
97,64,160.9296763
96,65,160.9275768
95,66,160.9269394
94,67,160.9278618
93,68,160.9300035
92,69,160.933549
91,70,160.9379124
90,71,160.943572
89,72,160.9502779
88,73,160.9583695
87,74,160.967249
86,75,160.9776243
85,76,160.989054
102,60,161.958121
101,61,161.950574
100,62,161.9416217
99,63,161.9369583
98,64,161.9309918
97,65,161.9292754
96,66,161.9268045
95,67,161.9291025
94,68,161.9287873
93,69,161.9340012
92,70,161.9357793
91,71,161.9432828
90,72,161.9472155
89,73,161.9572929
88,74,161.9635003
87,75,161.975896
86,76,161.984434
103,60,162.963414
102,61,162.953881
101,62,162.9456791
100,63,162.9392655
99,64,162.9340966
98,65,162.9306536
97,66,162.9287372
96,67,162.9287403
95,68,162.9300399
94,69,162.9326583
93,70,162.9363454
92,71,162.941179
91,72,162.9471072
90,73,162.9543372
89,74,162.9625243
88,75,162.9720854
87,76,162.982462
86,77,162.994299
103,61,163.958819
102,62,163.9485501
101,63,163.9428529
100,64,163.9359162
99,65,163.9333276
98,66,163.9291808
97,67,163.9302405
96,68,163.9292077
95,69,163.933538
94,70,163.9345007
93,71,163.941339
92,72,163.9443707
91,73,163.953534
90,74,163.9589524
89,75,163.9705071
88,76,163.9780732
87,77,163.991966
104,61,164.96278
103,62,164.95329
102,63,164.9455401
101,64,164.9393171
100,65,164.9349552
99,66,164.9317094
98,67,164.9303291
97,68,164.9307335
96,69,164.9324418
95,70,164.9352702
94,71,164.9394068
93,72,164.944567
92,73,164.9507803
91,74,164.9582807
90,75,164.9670858
89,76,164.976654
88,77,164.987552
87,78,164.999658
104,62,165.956575
103,63,165.949813
102,64,165.9416304
101,65,165.9379397
100,66,165.9328128
99,67,165.9322912
98,68,165.9303011
97,69,165.9335621
96,70,165.9338764
95,71,165.939859
94,72,165.94218
93,73,165.950512
92,74,165.955032
91,75,165.9658212
90,76,165.9726981
89,77,165.985716
88,78,165.994866
105,62,166.962072
104,63,166.953011
103,64,166.94549
102,65,166.940007
101,66,166.9356824
100,67,166.9331403
99,68,166.9320562
98,69,166.9328572
97,70,166.9349541
96,71,166.938243
95,72,166.9426
94,73,166.948093
93,74,166.9548111
92,75,166.962604
91,76,166.9715523
90,77,166.981672
89,78,166.99275
106,62,167.966033
105,63,167.957863
104,64,167.948309
103,65,167.9433371
102,66,167.937135
101,67,167.9355238
100,68,167.9323783
99,69,167.9341785
98,70,167.9338913
97,71,167.9387298
96,72,167.940568
95,73,167.948047
94,74,167.9518055
93,75,167.9615726
92,76,167.9677991
91,77,167.979961
90,78,167.9881802
89,79,168.002716
106,63,168.961717
105,64,168.952882
104,65,168.945807
103,66,168.9403152
102,67,168.9368799
101,68,168.9345984
100,69,168.934219
99,70,168.9351842
98,71,168.9376458
97,72,168.941259
96,73,168.946011
95,74,168.9517787
94,75,168.958766
93,76,168.9670175
92,77,168.9762817
91,78,168.986619
90,79,168.99808
107,63,169.96687
106,64,169.956146
105,65,169.949855
104,66,169.94234
103,67,169.9396265
102,68,169.9354719
101,69,169.9358071
100,70,169.9347672
99,71,169.9384792
98,72,169.939609
97,73,169.946175
96,74,169.9492312
95,75,169.9582348
94,76,169.9635793
93,77,169.975113
92,78,169.9825021
91,79,169.996024
90,80,170.005814
107,64,170.961127
106,65,170.953011
105,66,170.946312
104,67,170.9414727
103,68,170.9380374
102,69,170.9364352
101,70,170.9363315
100,71,170.9379186
99,72,170.940492
98,73,170.944476
97,74,170.949451
96,75,170.955716
95,76,170.9631804
94,77,170.9716455
93,78,170.9812489
92,79,170.9918815
91,80,171.003585
108,64,171.964605
107,65,171.957391
106,66,171.948728
105,67,171.94473
104,68,171.9393635
103,69,171.938407
102,70,171.9363867
101,71,171.9390913
100,72,171.9394497
99,73,171.944895
98,74,171.947292
97,75,171.9553762
96,76,171.9600173
95,77,171.970607
94,78,171.9773411
93,79,171.9899967
92,80,171.9988606
108,65,172.960805
107,66,172.953043
106,67,172.94702
105,68,172.9424
104,69,172.9396066
103,70,172.9382162
102,71,172.9389357
101,72,172.940513
100,73,172.94375
99,74,172.947689
98,75,172.953243
97,76,172.9598084
96,77,172.9675055
95,78,172.9764499
94,79,172.9862243
93,80,172.997143
109,65,173.965679
108,66,173.955845
107,67,173.950757
106,68,173.94423
105,69,173.9421741
104,70,173.9388675
103,71,173.9403428
102,72,173.9400484
101,73,173.944454
100,74,173.946079
99,75,173.953115
98,76,173.9570632
97,77,173.9669499
96,78,173.9728204
95,79,173.984908
94,80,173.9928706
109,66,174.960569
108,67,174.953516
107,68,174.94777
106,69,174.9438423
105,70,174.9412819
104,71,174.9407772
103,72,174.9415114
102,73,174.943737
101,74,174.946717
100,75,174.951381
99,76,174.9569451
98,77,174.9641495
97,78,174.9724006
96,79,174.9813164
95,80,174.9914445
110,66,175.963918
109,67,175.957713
108,68,175.94994
107,69,175.9469977
106,70,175.9425747
105,71,175.9426917
104,72,175.9414098
103,73,175.944857
102,74,175.945634
101,75,175.951623
100,76,175.9547703
99,77,175.9636263
98,78,175.9689382
97,79,175.9801169
96,80,175.9873487
95,81,176.0006277
110,67,176.961052
109,68,176.95399
108,69,176.948932
107,70,176.9452638
106,71,176.9437636
105,72,176.9432302
104,73,176.9444819
103,74,176.946643
102,75,176.950328
101,76,176.9549579
100,77,176.9613015
99,78,176.9684695
98,79,176.9768697
97,80,176.9862846
96,81,176.9964143
111,67,177.965507
110,68,177.956779
109,69,177.952506
108,70,177.9466694
107,71,177.9459601
106,72,177.9437083
105,73,177.94568
104,74,177.9458858
103,75,177.950989
102,76,177.9532533
101,77,177.9610794
100,78,177.9656493
99,79,177.9760567
98,80,177.9824848
97,81,177.995047
96,82,178.0038362
111,68,178.961267
110,69,178.955018
109,70,178.94993
108,71,178.947333
107,72,178.9458257
106,73,178.9459391
105,74,178.9470794
104,75,178.9499897
103,76,178.953816
102,77,178.9591176
101,78,178.9653587
100,79,178.9731737
99,80,178.9818218
98,81,178.9911222
97,82,179.0022025
112,68,179.96438
111,69,179.959023
110,70,179.951991
109,71,179.9498907
108,72,179.9465595
107,73,179.9474676
106,74,179.9467133
105,75,179.9507916
104,76,179.9523817
103,77,179.9592294
102,78,179.963038
101,79,179.9724897
100,80,179.9782602
99,81,179.989919
98,82,179.9979162
112,69,180.961954
111,70,180.95589
110,71,180.951908
109,72,180.9491108
108,73,180.9479985
107,74,180.9482187
106,75,180.9500615
105,76,180.9532472
104,77,180.9576347
103,78,180.9630899
102,79,180.9700791
101,80,180.9778194
100,81,180.98626
99,82,180.9966606
113,69,181.966194
112,70,181.958239
111,71,181.955158
110,72,181.9505637
109,73,181.9501546
108,74,181.9482056
107,75,181.9512116
106,76,181.9521102
105,77,181.9580763
104,78,181.9611716
103,79,181.9696144
102,80,181.9746892
101,81,181.9856926
100,82,181.9926735
113,70,182.962426
112,71,182.957363
111,72,182.9535332
110,73,182.9513754
109,74,182.9502244
108,75,182.9508213
107,76,182.953125
106,77,182.9568412
105,78,182.9615959
104,79,182.9675881
103,80,182.9744447
102,81,182.9821928
101,82,182.9918625
114,70,183.965002
113,71,183.96103
112,72,183.9554485
111,73,183.95401
110,74,183.9509332
109,75,183.9525281
108,76,183.9524929
107,77,183.957476
106,78,183.9599219
105,79,183.9674515
104,80,183.9717177
103,81,183.981875
102,82,183.9881356
101,83,184.001347
115,70,184.969425
114,71,184.963542
113,72,184.958862
112,73,184.9555613
111,74,184.9534212
110,75,184.9529583
109,76,184.954046
108,77,184.956698
107,78,184.9606137
106,79,184.9657989
105,80,184.9718907
104,81,184.9787892
103,82,184.98761
102,83,184.9976
115,71,185.96745
114,72,185.960897
113,73,185.958553
112,74,185.9543651
111,75,185.9549892
110,76,185.9538376
109,77,185.9579468
108,78,185.9593508
107,79,185.9659527
106,80,185.9693621
105,81,185.9786548
104,82,185.9842394
103,83,185.9966232
102,84,186.0044032
116,71,186.970188
115,72,186.964573
114,73,186.960391
113,74,186.9571612
112,75,186.9557522
111,76,186.9557496
110,77,186.957542
109,78,186.9606166
108,79,186.9645421
107,80,186.9698135
106,81,186.9759047
105,82,186.9839108
104,83,186.9931473
103,84,187.0030315
117,71,187.974428
116,72,187.966903
115,73,187.963596
114,74,187.9584883
113,75,187.9581137
112,76,187.9558373
111,77,187.958835
110,78,187.9593975
109,79,187.965248
108,80,187.9675807
107,81,187.9760209
106,82,187.9808791
105,83,187.9922761
104,84,187.9994156
117,72,188.970853
116,73,188.96569
115,74,188.961557
114,75,188.9592278
113,76,188.9581459
112,77,188.9587226
111,78,188.9608485
110,79,188.9639483
109,80,188.9681948
108,81,188.9735735
107,82,188.9808437
106,83,188.9891951
105,84,188.9984734
118,72,189.973376
117,73,189.969168
116,74,189.9631035
115,75,189.9618001
114,76,189.9584454
113,77,189.9605434
112,78,189.9599498
111,79,189.9647517
110,80,189.9663223
109,81,189.9738418
108,82,189.9780819
107,83,189.9886248
106,84,189.9951017
118,73,190.97153
117,74,190.966531
116,75,190.9631233
115,76,190.9609281
114,77,190.9605915
113,78,190.9616763
112,79,190.9637165
111,80,190.9671583
110,81,190.9717841
109,82,190.9782165
108,83,190.985787
107,84,190.9945585
106,85,191.0041481
119,73,191.975201
118,74,191.968202
117,75,191.966088
116,76,191.9614788
115,77,191.9626024
114,78,191.9610427
113,79,191.9648176
112,80,191.9656343
111,81,191.972225
110,82,191.9757896
109,83,191.9854701
108,84,191.9913403
107,85,192.0031409
120,73,192.97766
119,74,192.971884
118,75,192.967545
117,76,192.9641496
116,77,192.9629238
115,78,192.9629845
114,79,192.9641384
113,80,192.9666534
112,81,192.970502
111,82,192.9761359
110,83,192.9829472
109,84,192.9910624
108,85,192.9999277
107,86,193.009708
121,73,193.98161
120,74,193.973795
119,75,193.970735
118,76,193.9651794
117,77,193.9650757
116,78,193.9626835
115,79,193.9654191
114,80,193.9654491
113,81,193.9710814
112,82,193.9740118
111,83,193.9827986
110,84,193.9881861
109,85,193.9992308
108,86,194.0061456
121,74,194.977735
120,75,194.97256
119,76,194.968318
118,77,194.9659769
117,78,194.9647943
116,79,194.9650378
115,80,194.9667058
114,81,194.9697741
113,82,194.9745162
112,83,194.9806488
111,84,194.9880658
110,85,194.9962745
109,86,195.0054217
122,74,195.979882
121,75,195.975996
120,76,195.9696433
119,77,195.9683997
118,78,195.9649546
117,79,195.9665712
116,80,195.9658334
115,81,195.9704812
114,82,195.9727876
113,83,195.9806665
112,84,195.9855407
111,85,195.995799
110,86,196.0021204
123,74,196.984036
122,75,196.978153
121,76,196.973076
120,77,196.9696572
119,78,196.967343
118,79,196.9665701
117,80,196.9672137
116,81,196.9695605
115,82,196.9734347
114,83,196.9788649
113,84,196.9856219
112,85,196.9931774
111,86,197.0016214
110,87,197.0110081
123,75,197.98176
122,76,197.974664
121,77,197.972399
120,78,197.9678967
119,79,197.9682437
118,80,197.9667692
117,81,197.9704467
116,82,197.9720155
115,83,197.9792013
114,84,197.9833888
113,85,197.9927979
112,86,197.9986792
111,87,198.0102821
124,75,198.984187
123,76,198.978239
122,77,198.9738071
121,78,198.970597
120,79,198.9687666
119,80,198.968281
118,81,198.969877
117,82,198.9729126
116,83,198.9776728
115,84,198.9836404
114,85,198.9905277
113,86,198.9983254
112,87,199.0072694
124,76,199.980086
123,77,199.976844
122,78,199.9714446
121,79,199.9707566
120,80,199.9683269
119,81,199.9709636
118,82,199.9718185
117,83,199.9781313
116,84,199.9818124
115,85,199.9903511
114,86,199.9957053
113,87,200.0065847
125,76,200.984069
124,77,200.978701
123,78,200.9745133
122,79,200.9716577
121,80,200.9703031
120,81,200.9708202
119,82,200.9728704
118,83,200.976995
117,84,200.9822638
116,85,200.9884171
115,86,200.9955905
114,87,201.0038525
113,88,201.0128147
126,76,201.986548
125,77,201.982136
124,78,201.975639
123,79,201.973856
122,80,201.9706436
121,81,201.9721089
120,82,201.9721516
119,83,201.977723
118,84,201.9807389
117,85,201.9886257
116,86,201.993264
115,87,202.0033296
114,88,202.0097423
127,76,202.992195
126,77,202.984573
125,78,202.979055
124,79,202.9751545
123,80,202.9728724
122,81,202.9723441
121,82,202.9733906
120,83,202.9768921
119,84,202.9814161
118,85,202.9869429
117,86,202.9933612
116,87,203.0009409
115,88,203.0092339
127,77,203.989726
126,78,203.981084
125,79,203.97811
124,80,203.973494
123,81,203.9738634
122,82,203.9730435
121,83,203.9778357
120,84,203.9803101
119,85,203.9872514
118,86,203.9914437
117,87,204.000652
116,88,204.0065069
128,77,204.993988
127,78,204.986237
126,79,204.980064
125,80,204.9760732
124,81,204.9744273
123,82,204.9744817
122,83,204.9773852
121,84,204.98119
120,85,204.9860605
119,86,204.9917232
118,87,204.9985939
117,88,205.0062307
116,89,205.0151442
128,78,205.99008
127,79,205.984766
126,80,205.9775138
125,81,205.9761101
124,82,205.9744652
123,83,205.9784988
122,84,205.9804737
121,85,205.9866458
120,86,205.9901954
119,87,205.9986614
118,88,206.0038278
117,89,206.0144765
129,78,206.995556
128,79,206.988577
127,80,206.9823
126,81,206.9774186
125,82,206.9758968
124,83,206.9784706
123,84,206.9815933
122,85,206.9857997
121,86,206.9907302
120,87,206.9969415
119,88,207.0037724
118,89,207.011966
130,78,207.999463
129,79,207.993655
128,80,207.985759
127,81,207.982018
126,82,207.976652
125,83,207.9797421
124,84,207.981246
123,85,207.986613
122,86,207.9896345
121,87,207.9971391
120,88,208.001855
119,89,208.0115523
118,90,208.0179153
130,79,208.997606
129,80,208.990757
128,81,208.9853517
127,82,208.98109
126,83,208.9803986
125,84,208.9824304
124,85,208.9861687
123,86,208.9904014
122,87,208.9959397
121,88,209.0019949
120,89,209.0094954
119,90,209.017601
131,79,210.002877
130,80,209.99431
129,81,209.9900729
128,82,209.9841884
127,83,209.9841202
126,84,209.9828737
125,85,209.9871474
124,86,209.9896889
123,87,209.9964106
122,88,210.0004754
121,89,210.0094086
120,90,210.0150935
131,80,210.999581
130,81,210.993475
129,82,210.9887353
128,83,210.9872687
127,84,210.9866532
126,85,210.9874962
125,86,210.9906008
124,87,210.9955552
123,88,211.000893
122,89,211.0076688
121,90,211.0148969
120,91,211.023674
132,80,212.003242
131,81,211.998335
130,82,211.9918959
129,83,211.991285
128,84,211.988868
127,85,211.9907373
126,86,211.9907039
125,87,211.9962254
124,88,211.9997866
